Image_calc,Latitude_calc,Longitude_calc,Altitude_calc,common_name,Image_exif,Latitude_exif,Longitude_exif,Altitude_exif,error_lat,error_lon,error_alt,mean_lat,error_lat_m,error_lon_m,error_horizontal_m
C:/Users/joshu/Desktop/All_Drone_Pics/Drone_Pics_2_16_25\DJI_0450.JPG,37.42202890231851,-122.0843302944526,356.66956841455664,0450.JPG,DJI_0450.JPG,34.10517,-117.71344,323.397,3.3168589023185078,-4.370890294452593,33.272568414556645,35.76359945115925,369232.73300609627,-394818.0438963649,540568.3110480147
C:/Users/joshu/Desktop/All_Drone_Pics/Drone_Pics_2_16_25\DJI_0451.JPG,37.4218219394994,-122.08388339095166,375.2533521135152,0451.JPG,DJI_0451.JPG,34.10517,-117.71344,325.497,3.316651939499401,-4.37044339095165,49.75635211351516,35.7634959697497,369209.69390507333,-394778.18910697196,540523.4654185312
C:/Users/joshu/Desktop/All_Drone_Pics/Drone_Pics_2_16_25\DJI_0452.JPG,37.42190921090148,-122.08381442392997,362.9208742323589,0452.JPG,DJI_0452.JPG,34.10517,-117.71344,328.397,3.3167392109014813,-4.37037442392996,34.523874232358935,35.763539605450745,369219.4089575529,-394771.7428315479,540525.3933805724
C:/Users/joshu/Desktop/All_Drone_Pics/Drone_Pics_2_16_25\DJI_0453.JPG,37.42194645842219,-122.08435859202736,367.6765518154375,0453.JPG,DJI_0453.JPG,34.10517,-117.71344,331.197,3.31677645842219,-4.370918592027351,36.4795518154375,35.7635582292111,369223.5553515582,-394820.8045814593,540564.0586986856
C:/Users/joshu/Desktop/All_Drone_Pics/Drone_Pics_2_16_25\DJI_0454.JPG,37.42210356727727,-122.08421706294492,374.8073265946658,0454.JPG,DJI_0454.JPG,34.10517,-117.71344,333.597,3.3169335672772675,-4.37077706294491,41.210326594665844,35.76363678363863,369241.0447093054,-394807.630526258,540566.3828058285
C:/Users/joshu/Desktop/All_Drone_Pics/Drone_Pics_2_16_25\DJI_0455.JPG,37.42166713361342,-122.08424207702856,363.7748784336624,0455.JPG,DJI_0455.JPG,34.10517,-117.71344,336.397,3.3164971336134172,-4.370802077028557,27.37787843366243,35.763418566806706,369192.4609138456,-394810.97305259586,540535.6395635343
C:/Users/joshu/Desktop/All_Drone_Pics/Drone_Pics_2_16_25\DJI_0456.JPG,37.422097605161404,-122.08406226149172,341.78107446835287,0456.JPG,DJI_0456.JPG,34.10517,-117.71344,338.097,3.3169276051614034,-4.370622261491718,3.6840744683528897,35.7636338025807,369240.38100656745,-394793.6622707949,540555.7276868515
C:/Users/joshu/Desktop/All_Drone_Pics/Drone_Pics_2_16_25\DJI_0457.JPG,37.4221010788994,-122.08381575169636,360.8735676633754,0457.JPG,DJI_0457.JPG,34.10517,-117.71344,338.397,3.316931078899401,-4.370375751696358,22.47656766337542,35.7636355394497,369240.7677030813,-394771.3866836288,540539.7231268726
C:/Users/joshu/Desktop/All_Drone_Pics/Drone_Pics_2_16_25\DJI_0458.JPG,37.42250445487501,-122.0846716244553,325.86697521180923,0458.JPG,DJI_0458.JPG,34.10517,-117.71344,339.697,3.3173344548750094,-4.371231624455291,-13.83002478819077,35.763837227437506,369285.67151668604,-394847.6956582812,540626.1277021158
C:/Users/joshu/Desktop/All_Drone_Pics/Drone_Pics_2_16_25\DJI_0459.JPG,37.42423815663997,-122.11275531801768,-3314.780717102954,0459.JPG,DJI_0459.JPG,34.10517,-117.71344,341.497,3.319068156639972,-4.3993153180176705,-3656.277717102954,35.76470407831999,369478.66719716165,-397380.1289463263,542609.8528364463
C:/Users/joshu/Desktop/All_Drone_Pics/Drone_Pics_2_16_25\DJI_0460.JPG,37.42212603771722,-122.0844412697088,351.2422777148694,0460.JPG,DJI_0460.JPG,34.10517,-117.71344,341.697,3.316956037717219,-4.371001269708799,9.545277714869371,35.76364801885861,369243.5461186808,-394827.82711995766,540582.8423272104
C:/Users/joshu/Desktop/All_Drone_Pics/Drone_Pics_2_16_25\DJI_0461.JPG,37.422291861049175,-122.08443683273268,366.5535314614464,0461.JPG,DJI_0461.JPG,34.10517,-117.71344,340.397,3.3171218610491735,-4.370996832732672,26.156531461446434,35.76373093052459,369262.005571994,-394827.01481427916,540594.8578984139
C:/Users/joshu/Desktop/All_Drone_Pics/Drone_Pics_2_16_25\DJI_0462.JPG,37.42206150425439,-122.08410107605604,377.6659695408544,0462.JPG,DJI_0462.JPG,34.10517,-117.71344,335.797,3.316891504254386,-4.370661076056038,41.86896954085438,35.763615752127194,369236.3622535982,-394797.25793255854,540555.6086854872
C:/Users/joshu/Desktop/All_Drone_Pics/Drone_Pics_2_16_25\DJI_0463.JPG,37.42210823960958,-122.08422853547788,378.2364988114825,0463.JPG,DJI_0463.JPG,34.10517,-117.71344,331.097,3.316938239609577,-4.370788535477871,47.1394988114825,35.76363911980479,369241.56483333814,-394808.6552333152,540567.4864877752
C:/Users/joshu/Desktop/All_Drone_Pics/Drone_Pics_2_16_25\DJI_0464.JPG,37.42201371099715,-122.08394348663444,368.6116269974871,0464.JPG,DJI_0464.JPG,34.10517,-117.71344,325.297,3.316843710997148,-4.370503486634433,43.314626997487096,35.763591855498575,369231.0419082025,-394783.141637767,540541.6646568533
C:/Users/joshu/Desktop/All_Drone_Pics/Drone_Pics_2_16_25\DJI_0465.JPG,37.422167137420686,-122.0841670761298,350.9963585914664,0465.JPG,DJI_0465.JPG,34.10517,-117.71344,320.697,3.3169971374206852,-4.370727076129796,30.299358591466387,35.763668568710344,369248.12133767066,-394802.9575204638,540567.8036826687
C:/Users/joshu/Desktop/All_Drone_Pics/Drone_Pics_2_16_25\DJI_0466.JPG,37.42214059948728,-122.08424336833797,341.7154264228346,0466.JPG,DJI_0466.JPG,34.10516,-117.71344,318.097,3.3169805994872803,-4.37080336833796,23.618426422834602,35.76365029974364,369246.28033492406,-394809.939582437,540571.6455145099
C:/Users/joshu/Desktop/All_Drone_Pics/Drone_Pics_2_16_25\DJI_0467.JPG,37.42211517480581,-122.08383665215791,336.3112643426677,0467.JPG,DJI_0467.JPG,34.10516,-117.71344,316.197,3.3169551748058126,-4.370396652157908,20.114264342667695,35.763637587402904,369243.45005938306,-394773.26443678903,540542.9268114005
C:/Users/joshu/Desktop/All_Drone_Pics/Drone_Pics_2_16_25\DJI_0468.JPG,37.422218712305465,-122.08459257990272,343.8981507952799,0468.JPG,DJI_0468.JPG,34.10516,-117.71344,314.497,3.3170587123054673,-4.371152579902713,29.401150795279875,35.76368935615273,369254.9758538446,-394841.28962840047,540600.4820458837
C:/Users/joshu/Desktop/All_Drone_Pics/Drone_Pics_2_16_25\DJI_0469.JPG,37.42200201154726,-122.0840699608182,317.3684872765865,0469.JPG,DJI_0469.JPG,34.10516,-117.71344,313.397,3.3168420115472586,-4.370629960818192,3.9714872765865152,35.76358100577363,369230.8527254408,-394794.6197685201,540549.9185112569
C:/Users/joshu/Desktop/All_Drone_Pics/Drone_Pics_2_16_25\DJI_0470.JPG,37.42244208146576,-122.08408993132264,343.46816979663595,0470.JPG,DJI_0470.JPG,34.10516,-117.71344,312.897,3.3172820814657626,-4.370649931322632,30.571169796635957,35.76380104073288,369279.8413087687,-394795.33166346455,540583.9019988427
C:/Users/joshu/Desktop/All_Drone_Pics/Drone_Pics_2_16_25\DJI_0471.JPG,37.421993436218415,-122.08413806917297,343.3445763378017,0471.JPG,DJI_0471.JPG,34.10516,-117.71344,312.697,3.316833436218417,-4.37069806917296,30.647576337801695,35.763576718109206,369229.8981198342,-394800.7932074857,540553.7752923783
C:/Users/joshu/Desktop/All_Drone_Pics/Drone_Pics_2_16_25\DJI_0472.JPG,,,,0472.JPG,DJI_0472.JPG,34.10516,-117.71344,312.697,,,,,,,
C:/Users/joshu/Desktop/All_Drone_Pics/Drone_Pics_2_16_25\DJI_0473.JPG,37.422414870078406,-122.08372175444512,446.3006061642216,0473.JPG,DJI_0473.JPG,34.10516,-117.71344,311.397,3.3172548700784077,-4.3702817544451165,134.90360616422163,35.763787435039205,369276.8121371283,-394762.14222620777,540557.5944496429
C:/Users/joshu/Desktop/All_Drone_Pics/Drone_Pics_2_16_25\DJI_0474.JPG,37.42207735164104,-122.0842886312529,365.27311640343896,0474.JPG,DJI_0474.JPG,34.10516,-117.71344,311.852,3.3169173516410453,-4.370848631252898,53.42111640343899,35.763618675820524,369239.23958468117,-394814.185087183,540569.9370064248
C:/Users/joshu/Desktop/All_Drone_Pics/Drone_Pics_2_16_25\DJI_0475.JPG,37.42208173723529,-122.0842284375939,339.2667055480107,0475.JPG,DJI_0475.JPG,34.10517,-117.71348,318.787,3.316911737235287,-4.370748437593889,20.479705548010713,35.763625868617645,369238.6145890322,-394805.0990005861,540562.8739568511
C:/Users/joshu/Desktop/All_Drone_Pics/Drone_Pics_2_16_25\DJI_0476.JPG,37.421924648635176,-122.0842914089704,348.4954782637444,0476.JPG,DJI_0476.JPG,34.10517,-117.71348,318.587,3.3167546486351753,-4.370811408970397,29.908478263744428,35.763547324317585,369221.1274860677,-394811.1769628476,540555.368520998
C:/Users/joshu/Desktop/All_Drone_Pics/Drone_Pics_2_16_25\DJI_0477.JPG,37.42207276436454,-122.0839984761301,336.6972697550792,0477.JPG,DJI_0477.JPG,34.10518,-117.71348,318.587,3.316892764364546,-4.370518476130101,18.11026975507923,35.76362638218227,369236.5025290613,-394784.32427526236,540546.2584213945
C:/Users/joshu/Desktop/All_Drone_Pics/Drone_Pics_2_16_25\DJI_0478.JPG,37.42225723965464,-122.0841736823584,338.8417312526788,0478.JPG,DJI_0478.JPG,34.10519,-117.71349,318.487,3.317067239654641,-4.370683682358404,20.35473125267879,35.76372361982732,369255.9251183546,-394798.76459131035,540570.0720145694
C:/Users/joshu/Desktop/All_Drone_Pics/Drone_Pics_2_16_25\DJI_0479.JPG,37.42196513701811,-122.0840125229394,343.9367454858669,0479.JPG,DJI_0479.JPG,34.10519,-117.71349,318.687,3.316775137018112,-4.37052252293941,25.249745485866868,35.76357756850906,369223.4082528562,-394784.9320711112,540537.757970937
C:/Users/joshu/Desktop/All_Drone_Pics/Drone_Pics_2_16_25\DJI_0480.JPG,37.421907131772805,-122.0838137465462,344.5739846782285,0480.JPG,DJI_0480.JPG,34.10519,-117.71349,318.687,3.316717131772805,-4.370323746546205,25.886984678228487,35.7635485658864,369216.9511089486,-394767.1207252872,540520.338740293
C:/Users/joshu/Desktop/All_Drone_Pics/Drone_Pics_2_16_25\DJI_0481.JPG,37.42228312576631,-122.08422282096122,341.69817169826536,0481.JPG,DJI_0481.JPG,34.10519,-117.71349,318.587,3.3170931257663128,-4.370732820961223,23.111171698265366,35.76373656288315,369258.80676030595,-394803.1389871386,540575.2352116612
C:/Users/joshu/Desktop/All_Drone_Pics/Drone_Pics_2_16_25\DJI_0482.JPG,37.422155171041744,-122.0843014843962,342.3274947349377,0482.JPG,DJI_0482.JPG,34.10519,-117.71348,318.587,3.316965171041744,-4.3708214843962025,23.740494734937727,35.76367258552087,369244.56284036697,-394811.4653791023,540571.5867320144
C:/Users/joshu/Desktop/All_Drone_Pics/Drone_Pics_2_16_25\DJI_0483.JPG,37.42211738750146,-122.08400493346912,334.009242977168,0483.JPG,DJI_0483.JPG,34.10519,-117.71348,318.587,3.316927387501458,-4.370524933469113,15.422242977168025,35.763653693750726,369240.35677666235,-394784.772018205,540549.2181938875
C:/Users/joshu/Desktop/All_Drone_Pics/Drone_Pics_2_16_25\DJI_0484.JPG,37.42229667384986,-122.08413621358804,341.9806690887946,0484.JPG,DJI_0484.JPG,34.10519,-117.71348,318.887,3.3171066738498567,-4.370656213588035,23.093669088794627,35.76374333692493,369260.314932966,-394796.1855142393,540571.1870614146
C:/Users/joshu/Desktop/All_Drone_Pics/Drone_Pics_2_16_25\DJI_0485.JPG,37.42216236672776,-122.0839951131157,350.27918851599725,0485.JPG,DJI_0485.JPG,34.10519,-117.71349,321.287,3.316972366727761,-4.370505113115712,28.99218851599727,35.763676183363884,369245.36386413436,-394782.87005633046,540551.2493973818
C:/Users/joshu/Desktop/All_Drone_Pics/Drone_Pics_2_16_25\DJI_0486.JPG,37.42184778386184,-122.0840019558238,362.024420416456,0486.JPG,DJI_0486.JPG,34.10519,-117.71351,323.387,3.3166577838618423,-4.370491955823795,38.637420416455996,35.76351889193092,369210.3444995003,-394782.46217100974,540527.0307054444
C:/Users/joshu/Desktop/All_Drone_Pics/Drone_Pics_2_16_25\DJI_0487.JPG,37.42229908273512,-122.08413950228244,349.1381231511758,0487.JPG,DJI_0487.JPG,34.1052,-117.71353,324.387,3.317099082735119,-4.370609502282434,24.75112315117582,35.76374954136756,369259.46989007347,-394791.9353454313,540567.5057911725
C:/Users/joshu/Desktop/All_Drone_Pics/Drone_Pics_2_16_25\DJI_0488.JPG,37.422171147963134,-122.0840598730203,363.5950044779978,0488.JPG,DJI_0488.JPG,34.10521,-117.71353,324.487,3.3169611479631342,-4.370529873020288,39.10800447799778,35.76369057398156,369244.1149912561,-394785.0351731736,540551.977567708
C:/Users/joshu/Desktop/All_Drone_Pics/Drone_Pics_2_16_25\DJI_0489.JPG,37.422301623999445,-122.08374582208108,348.4697468662745,0489.JPG,DJI_0489.JPG,34.10522,-117.71353,324.487,3.3170816239994423,-4.370215822081079,23.982746866274454,35.763760811999724,369257.5263836179,-394756.3187530989,540540.166857604
C:/Users/joshu/Desktop/All_Drone_Pics/Drone_Pics_2_16_25\DJI_0490.JPG,37.42209303226947,-122.08392209743351,359.12301258148204,0490.JPG,DJI_0490.JPG,34.10521,-117.71353,324.287,3.316883032269473,-4.370392097433509,34.836012581482066,35.763651516134736,369235.41915223777,-394772.7838900671,540537.0899918361
C:/Users/joshu/Desktop/All_Drone_Pics/Drone_Pics_2_16_25\DJI_0491.JPG,37.42220329561685,-122.08410474461556,321.26458381817343,0491.JPG,DJI_0491.JPG,34.10521,-117.71353,324.187,3.3169932956168537,-4.370574744615553,-2.922416181826577,35.76370664780843,369247.69366806815,-394789.0086016672,540557.3240571945
C:/Users/joshu/Desktop/All_Drone_Pics/Drone_Pics_2_16_25\DJI_0492.JPG,37.42151956401968,-122.08433632842618,367.1620042747943,0492.JPG,DJI_0492.JPG,34.10521,-117.71353,324.287,3.316309564019683,-4.37080632842617,42.87500427479432,35.763364782009845,369171.5806666711,-394811.6240162911,540521.8537953019
C:/Users/joshu/Desktop/All_Drone_Pics/Drone_Pics_2_16_25\DJI_0493.JPG,37.42189805718422,-122.0840330975794,359.0017219831072,0493.JPG,DJI_0493.JPG,34.10521,-117.71353,324.187,3.3166880571842228,-4.3705030975793875,34.81472198310718,35.76355402859211,369213.7145257477,-394783.2942207095,540529.9403267645
C:/Users/joshu/Desktop/All_Drone_Pics/Drone_Pics_2_16_25\DJI_0494.JPG,37.42196175250848,-122.08428507123288,332.82110717671657,0494.JPG,DJI_0494.JPG,34.10521,-117.71352,325.287,3.3167517525084804,-4.370765071232881,7.534107176716589,35.76358587625424,369220.80508924404,-394806.7999842516,540551.9514575398
C:/Users/joshu/Desktop/All_Drone_Pics/Drone_Pics_2_16_25\DJI_0495.JPG,37.4218634383422,-122.0839098066556,363.0003251015209,0495.JPG,DJI_0495.JPG,34.10521,-117.71353,326.487,3.3166534383422004,-4.370379806655592,36.51332510152088,35.7635367191711,369209.86075625377,-394772.2433715068,540519.2368604697
C:/Users/joshu/Desktop/All_Drone_Pics/Drone_Pics_2_16_25\DJI_0496.JPG,37.42238588139472,-122.08383451920382,350.18543963074126,0496.JPG,DJI_0496.JPG,34.10521,-117.71353,328.287,3.317175881394718,-4.370304519203813,21.89843963074128,35.76379794069736,369268.01911686,-394764.14640370983,540553.0512617049
C:/Users/joshu/Desktop/All_Drone_Pics/Drone_Pics_2_16_25\DJI_0497.JPG,37.42164086187855,-122.08394272963234,356.12734234321846,0497.JPG,DJI_0497.JPG,34.10521,-117.71353,330.287,3.316430861878551,-4.370412729632335,25.84034234321848,35.76342543093928,369185.0835443203,-394775.7695568515,540504.8881747796
C:/Users/joshu/Desktop/All_Drone_Pics/Drone_Pics_2_16_25\DJI_0498.JPG,37.42193225273766,-122.0841563914943,367.7123370417181,0498.JPG,DJI_0498.JPG,34.10521,-117.71353,332.287,3.3167222527376623,-4.370626391494298,35.42533704171814,35.76357112636883,369217.5211747566,-394794.34638558346,540540.6126096834
C:/Users/joshu/Desktop/All_Drone_Pics/Drone_Pics_2_16_25\DJI_0499.JPG,37.42186104767869,-122.08357210076804,328.4919341286882,0499.JPG,DJI_0499.JPG,34.10521,-117.71353,334.387,3.3166510476786897,-4.370042100768032,-5.895065871311829,35.763535523839344,369209.5946275917,-394741.7446520003,540496.7805047276
C:/Users/joshu/Desktop/All_Drone_Pics/Drone_Pics_2_16_25\DJI_0500.JPG,37.42208012972234,-122.08385907600294,353.38152872206746,0500.JPG,DJI_0500.JPG,34.10521,-117.71353,336.487,3.3168701297223393,-4.370329076002932,16.894528722067435,35.763645064861166,369233.9828406908,-394767.12324742303,540531.9747077371
C:/Users/joshu/Desktop/All_Drone_Pics/Drone_Pics_2_16_25\DJI_0501.JPG,37.42225062416446,-122.0839973479286,379.12629531675407,0501.JPG,DJI_0501.JPG,34.10521,-117.71353,336.687,3.3170406241644628,-4.370467347928596,42.439295316754055,35.76373031208223,369252.962281988,-394779.1901424118,540553.7522980687
C:/Users/joshu/Desktop/All_Drone_Pics/Drone_Pics_2_16_25\DJI_0502.JPG,37.422007312050816,-122.08403952872754,342.2958744434269,0502.JPG,DJI_0502.JPG,34.10521,-117.71353,336.787,3.3167973120508165,-4.370509528727538,5.508874443426919,35.76360865602541,369225.8767774969,-394783.60403672716,540538.474207284
C:/Users/joshu/Desktop/All_Drone_Pics/Drone_Pics_2_16_25\DJI_0503.JPG,37.42235835259039,-122.0837423315572,357.5635359067031,0503.JPG,DJI_0503.JPG,34.10521,-117.71353,337.587,3.3171483525903938,-4.370212331557198,19.976535906703134,35.7637841762952,369264.95461036265,-394755.8875140343,540544.9263755846
C:/Users/joshu/Desktop/All_Drone_Pics/Drone_Pics_2_16_25\DJI_0504.JPG,37.42253096245025,-122.08434140761294,402.7534174844234,0504.JPG,DJI_0504.JPG,34.10521,-117.71353,338.587,3.3173209624502533,-4.370811407612933,64.16641748442339,35.763870481225126,369284.1695399622,-394809.5729713701,540597.259318483
C:/Users/joshu/Desktop/All_Drone_Pics/Drone_Pics_2_16_25\DJI_0505.JPG,37.42222540817626,-122.0841598273348,382.2479373494159,0505.JPG,DJI_0505.JPG,34.10521,-117.71353,339.687,3.3170154081762604,-4.370629827334795,42.560937349415894,35.76371770408813,369250.1552381813,-394793.92928913125,540562.5992861257
C:/Users/joshu/Desktop/All_Drone_Pics/Drone_Pics_2_16_25\DJI_0506.JPG,37.42226628416454,-122.08401397643156,356.9654399019649,0506.JPG,DJI_0506.JPG,34.10521,-117.71353,341.387,3.3170562841645435,-4.370483976431558,15.578439901964884,35.763738142082275,369254.70555319695,-394780.6533171842,540556.0117200816
C:/Users/joshu/Desktop/All_Drone_Pics/Drone_Pics_2_16_25\DJI_0507.JPG,37.42164295555517,-122.08409682393392,372.5683917514175,0507.JPG,DJI_0507.JPG,34.10521,-117.71353,342.487,3.3164329555551717,-4.370566823933913,30.08139175141747,35.763426477777585,369185.3166124017,-394789.68357248296,540515.2100149083
C:/Users/joshu/Desktop/All_Drone_Pics/Drone_Pics_2_16_25\DJI_0508.JPG,37.422053574790006,-122.08426412027129,366.3590255029905,0508.JPG,DJI_0508.JPG,34.10521,-117.71353,343.387,3.3168435747900062,-4.37073412027128,22.972025502990505,35.763631787395,369231.0267456235,-394803.7763568583,540556.7249949478
C:/Users/joshu/Desktop/All_Drone_Pics/Drone_Pics_2_16_25\DJI_0509.JPG,37.42247184280957,-122.08434020971808,345.52806861710064,0509.JPG,DJI_0509.JPG,34.10521,-117.71353,345.287,3.3172618428095717,-4.370810209718073,0.24106861710066596,35.763840921404785,369277.5883415615,-394809.61147675477,540592.7918181908
C:/Users/joshu/Desktop/All_Drone_Pics/Drone_Pics_2_16_25\DJI_0510.JPG,37.42221191489119,-122.08423941000991,330.8906552107289,0510.JPG,DJI_0510.JPG,34.10521,-117.71353,346.387,3.3170019148911933,-4.370709410009908,-15.49634478927112,35.763710957445596,369248.65316568763,-394801.15138365276,540566.8478537435
C:/Users/joshu/Desktop/All_Drone_Pics/Drone_Pics_2_16_25\DJI_0511.JPG,37.42196444065218,-122.08437345906115,359.88709721798034,0511.JPG,DJI_0511.JPG,34.10521,-117.71353,347.587,3.3167544406521827,-4.370843459061149,12.300097217980351,35.76358722032609,369221.10433340096,-394813.87400687847,540557.3225787395
C:/Users/joshu/Desktop/All_Drone_Pics/Drone_Pics_2_16_25\DJI_0512.JPG,37.4221916577938,-122.08405725675073,352.1246033319312,0512.JPG,DJI_0512.JPG,34.10521,-117.71353,349.387,3.3169816577938036,-4.370527256750719,2.7376033319312114,35.7637008288969,369246.3981456062,-394784.7479553687,540553.3273985903
C:/Users/joshu/Desktop/All_Drone_Pics/Drone_Pics_2_16_25\DJI_0513.JPG,37.42217966408705,-122.0840723784786,339.0025562329293,0513.JPG,DJI_0513.JPG,34.10521,-117.71353,351.287,3.316969664087047,-4.370542378478589,-12.284443767070684,35.76369483204353,369245.0630061701,-394786.14364512626,540553.4347024546
C:/Users/joshu/Desktop/All_Drone_Pics/Drone_Pics_2_16_25\DJI_0514.JPG,37.42191457690602,-122.08389688593338,346.7204258361597,0514.JPG,DJI_0514.JPG,34.10521,-117.71353,351.587,3.3167045769060195,-4.370366885933379,-4.866574163840312,35.76356228845301,369215.5535011781,-394770.9493647778,540522.1803122878
C:/Users/joshu/Desktop/All_Drone_Pics/Drone_Pics_2_16_25\DJI_0515.JPG,37.42176705927882,-122.08410716629996,366.1727119794056,0515.JPG,DJI_0515.JPG,34.10521,-117.71353,351.887,3.3165570592788214,-4.370577166299952,14.285711979405619,35.76348852963941,369199.1318389184,-394790.3098369402,540525.1036647218
C:/Users/joshu/Desktop/All_Drone_Pics/Drone_Pics_2_16_25\DJI_0516.JPG,37.42248611204288,-122.08425930994268,338.2459561587582,0516.JPG,DJI_0516.JPG,34.1052,-117.71351,351.787,3.317286112042879,-4.370749309942681,-13.541043841241788,35.76384305602144,369280.2899926133,-394804.09988485405,540590.6120743481
C:/Users/joshu/Desktop/All_Drone_Pics/Drone_Pics_2_16_25\DJI_0517.JPG,37.42150156830793,-122.08360866151818,337.3880767432236,0517.JPG,DJI_0517.JPG,34.10518,-117.71345,351.887,3.3163215683079343,-4.3701586615181895,-14.49892325677638,35.76334078415397,369172.91698403924,-394753.23984080914,540480.1226680956
C:/Users/joshu/Desktop/All_Drone_Pics/Drone_Pics_2_16_25\DJI_0518.JPG,37.42179389478211,-122.08372861630735,354.8824375750215,0518.JPG,DJI_0518.JPG,34.10518,-117.71345,351.787,3.3166138947821153,-4.37027861630736,3.095437575021549,35.76348694739106,369205.45876714506,-394763.34993616346,540509.7346360007
C:/Users/joshu/Desktop/All_Drone_Pics/Drone_Pics_2_16_25\DJI_0519.JPG,37.42219553469607,-122.08375251030162,350.436590778549,0519.JPG,DJI_0519.JPG,34.10518,-117.71345,351.687,3.3170155346960755,-4.370302510301627,-1.2504092214510365,35.76368776734803,369250.1693223671,-394764.51168322447,540541.1244568644
C:/Users/joshu/Desktop/All_Drone_Pics/Drone_Pics_2_16_25\DJI_0520.JPG,37.42225913669432,-122.0841864076133,359.9953254549904,0520.JPG,DJI_0520.JPG,34.10518,-117.71345,346.487,3.317079136694325,-4.3707364076133075,13.50832545499037,35.763719568347156,369257.24949681223,-394803.54730982654,540574.4696842179
C:/Users/joshu/Desktop/All_Drone_Pics/Drone_Pics_2_16_25\DJI_0521.JPG,37.42190397393831,-122.08427443128852,350.33583351580484,0521.JPG,DJI_0521.JPG,34.10518,-117.71345,340.387,3.3167239739383163,-4.370824431288526,9.948833515804836,35.76354198696916,369217.7127788134,-394812.3797461913,540553.9146380028
C:/Users/joshu/Desktop/All_Drone_Pics/Drone_Pics_2_16_25\DJI_0522.JPG,37.42182044359231,-122.08352167754602,438.1434914256227,0522.JPG,DJI_0522.JPG,34.10518,-117.71345,334.387,3.3166404435923127,-4.370071677546022,103.7564914256227,35.76350022179615,369208.41418069624,-394744.5914722817,540498.0532790503
C:/Users/joshu/Desktop/All_Drone_Pics/Drone_Pics_2_16_25\DJI_0523.JPG,37.42205864752192,-122.08417699363042,351.8565443068422,0523.JPG,DJI_0523.JPG,34.10518,-117.71345,328.487,3.316878647521925,-4.370726993630427,23.369544306842158,35.76361932376096,369234.9310421407,-394803.1944722328,540558.9668733412
C:/Users/joshu/Desktop/All_Drone_Pics/Drone_Pics_2_16_25\DJI_0524.JPG,37.42200728340214,-122.08388621364512,340.1338472172741,0524.JPG,DJI_0524.JPG,34.10517,-117.71344,322.687,3.316837283402137,-4.37044621364511,17.44684721727407,35.76358864170107,369230.3263883259,-394777.98417591053,540537.4091724134
C:/Users/joshu/Desktop/All_Drone_Pics/Drone_Pics_2_16_25\DJI_0525.JPG,37.42207371973053,-122.08421586101272,339.9087405990767,0525.JPG,DJI_0525.JPG,34.10517,-117.71344,316.287,3.316903719730526,-4.370775861012717,23.621740599076702,35.76362185986527,369237.72208040213,-394807.5960248462,540564.0880469609
C:/Users/joshu/Desktop/All_Drone_Pics/Drone_Pics_2_16_25\DJI_0526.JPG,37.42207521406545,-122.08403485917906,319.73200130169755,0526.JPG,DJI_0526.JPG,34.10517,-117.71344,314.087,3.31690521406545,-4.37059485917905,5.645001301697562,35.76362260703273,369237.8884297659,-394791.2426110921,540552.2578756678
